Date;Year;Month;Day;Weekday;Name;Type;Details
20/04/2014;2014;4;20;Sunday;Orthodox Easter;Orthodox; 
20/04/2014;2014;4;20;Sunday;Easter Sunday;Observance, Christian; 
21/04/2014;2014;4;21;Monday;Orthodox Easter Monday;Orthodox; 
21/04/2014;2014;4;21;Monday;Easter Monday;Observance, Christian; 
21/04/2014;2014;4;21;Monday;Patriot's Day;State holiday;Maine, Massachusetts
21/04/2014;2014;4;21;Monday;San Jacinto Day;State holiday;Texas
21/04/2014;2014;4;21;Monday;Boston Marathon;Sporting event; 
22/04/2014;2014;4;22;Tuesday;Last Day of Passover;Jewish holiday; 
22/04/2014;2014;4;22;Tuesday;Oklahoma Day;Local observance;Oklahoma
23/04/2014;2014;4;23;Wednesday;Administrative Professionals Day;Observance; 
24/04/2014;2014;4;24;Thursday;Take our Daughters and Sons to Work Day;Observance; 
25/04/2014;2014;4;25;Friday;Arbor Day;State holiday;Nebraska
26/04/2014;2014;4;26;Saturday;Confederate Heroes' Day;Local observance;Florida
28/04/2014;2014;4;28;Monday;Yom HaShoah;Jewish commemoration; 
28/04/2014;2014;4;28;Monday;Confederate Memorial Day;State holiday;Alabama
28/04/2014;2014;4;28;Monday;Confederate Memorial Day;State holiday;Mississippi
28/04/2014;2014;4;28;Monday;Confederate Heroes' Day;State holiday;Georgia
01/05/2014;2014;5;1;Thursday;Law Day;Observance; 
01/05/2014;2014;5;1;Thursday;Loyalty Day;Observance; 
01/05/2014;2014;5;1;Thursday;National Day of Prayer;Observance; 
01/05/2014;2014;5;1;Thursday;Lei Day;Local observance;Hawaii
02/05/2014;2014;5;2;Friday;Kentucky Oaks;Sporting event; 
03/05/2014;2014;5;3;Saturday;Kentucky Derby;Sporting event; 
03/05/2014;2014;5;3;Saturday;National Explosive Ordnance Disposal (EOD) Day;Observance; 
04/05/2014;2014;5;4;Sunday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2014;2014;5;4;Sunday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2014;2014;5;5;Monday;Cinco de Mayo;Observance; 
06/05/2014;2014;5;6;Tuesday;Yom Ha'atzmaut;Jewish holiday; 
06/05/2014;2014;5;6;Tuesday;National Nurses Day;Observance; 
06/05/2014;2014;5;6;Tuesday;Primary Election Day;State holiday;Indiana
08/05/2014;2014;5;8;Thursday;Truman Day;State holiday;Missouri
08/05/2014;2014;5;8;Thursday;Victory in Europe Day;Observance; 
09/05/2014;2014;5;9;Friday;Confederate Memorial Day observed;State holiday;South Carolina
09/05/2014;2014;5;9;Friday;Military Spouse Appreciation Day;Observance; 
10/05/2014;2014;5;10;Saturday;Confederate Memorial Day;Local observance;North Carolina
10/05/2014;2014;5;10;Saturday;Confederate Memorial Day;State holiday;South Carolina
11/05/2014;2014;5;11;Sunday;Mother's Day;Observance; 
13/05/2014;2014;5;13;Tuesday;Primary Election Day;State holiday;West Virginia
15/05/2014;2014;5;15;Thursday;Peace Officers Memorial Day;Observance; 
16/05/2014;2014;5;16;Friday;National Defense Transportation Day;Observance; 
17/05/2014;2014;5;17;Saturday;Armed Forces Day;Observance; 
17/05/2014;2014;5;17;Saturday;Preakness Stakes;Sporting event; 
18/05/2014;2014;5;18;Sunday;Lag BaOmer;Jewish holiday; 
21/05/2014;2014;5;21;Wednesday;Emergency Medical Services for Children Day;Observance; 
22/05/2014;2014;5;22;Thursday;National Maritime Day;Observance; 
22/05/2014;2014;5;22;Thursday;Harvey Milk Day;Local observance;California
25/05/2014;2014;5;25;Sunday;National Missing Children's Day;Observance; 
26/05/2014;2014;5;26;Monday;Memorial Day;Federal Holiday; 
26/05/2014;2014;5;26;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
27/05/2014;2014;5;27;Tuesday;Isra and Mi'raj;Muslim; 
29/05/2014;2014;5;29;Thursday;Ascension Day;Christian; 
01/06/2014;2014;6;1;Sunday;Statehood Day;Local observance;Kentucky, Tennessee
02/06/2014;2014;6;2;Monday;Jefferson Davis' Birthday;State holiday;Alabama
03/06/2014;2014;6;3;Tuesday;Jefferson Davis' Birthday;Local observance;Florida
04/06/2014;2014;6;4;Wednesday;Shavuot;Jewish holiday; 
06/06/2014;2014;6;6;Friday;D-Day;Observance; 
07/06/2014;2014;6;7;Saturday;Belmont Stakes;Sporting event; 
08/06/2014;2014;6;8;Sunday;Pentecost;Christian; 
09/06/2014;2014;6;9;Monday;Whit Monday;Christian; 
11/06/2014;2014;6;11;Wednesday;Kamehameha Day;State holiday;Hawaii
14/06/2014;2014;6;14;Saturday;Army Birthday;Observance; 
14/06/2014;2014;6;14;Saturday;Flag Day;Observance; 
15/06/2014;2014;6;15;Sunday;Trinity Sunday;Christian; 
15/06/2014;2014;6;15;Sunday;Father's Day;Observance; 
15/06/2014;2014;6;15;Sunday;Bunker Hill Day;Local observance;Massachusetts
19/06/2014;2014;6;19;Thursday;Corpus Christi;Christian; 
19/06/2014;2014;6;19;Thursday;Juneteenth;Local observance;All except HI, MT, ND, NH, SD, TX, UT
19/06/2014;2014;6;19;Thursday;Emancipation Day;State holiday;Texas
20/06/2014;2014;6;20;Friday;West Virginia Day;State holiday;West Virginia
20/06/2014;2014;6;20;Friday;American Eagle Day;Observance; 
21/06/2014;2014;6;21;Saturday;June Solstice;Season; 
29/06/2014;2014;6;29;Sunday;Ramadan Starts;Muslim; 
04/07/2014;2014;7;4;Friday;Independence Day;Federal Holiday; 
13/07/2014;2014;7;13;Sunday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2014;2014;7;14;Monday;Bastille Day;Observance; 
24/07/2014;2014;7;24;Thursday;Lailat al-Qadr;Muslim; 
24/07/2014;2014;7;24;Thursday;Pioneer Day;State holiday;Utah
27/07/2014;2014;7;27;Sunday;Parents' Day;Observance; 
27/07/2014;2014;7;27;Sunday;National Korean War Veterans Armistice Day;Observance; 
29/07/2014;2014;7;29;Tuesday;Eid al-Fitr;Muslim; 
01/08/2014;2014;8;1;Friday;Colorado Day;Local observance;Colorado
04/08/2014;2014;8;4;Monday;Coast Guard Birthday;Observance; 
05/08/2014;2014;8;5;Tuesday;Tisha B'Av;Jewish holiday; 
07/08/2014;2014;8;7;Thursday;Purple Heart Day;Observance; 
10/08/2014;2014;8;10;Sunday;Raksha Bandhan;Hindu Holiday; 
11/08/2014;2014;8;11;Monday;Victory Day;State holiday;Rhode Island
15/08/2014;2014;8;15;Friday;Assumption of Mary;Christian; 
15/08/2014;2014;8;15;Friday;Hawaii Statehood Day;State holiday;Hawaii
15/08/2014;2014;8;15;Friday;Bennington Battle Day observed;State holiday;Vermont
16/08/2014;2014;8;16;Saturday;Janmashtami;Hindu Holiday; 
16/08/2014;2014;8;16;Saturday;Bennington Battle Day;State holiday;Vermont
19/08/2014;2014;8;19;Tuesday;National Aviation Day;Observance; 
21/08/2014;2014;8;21;Thursday;Senior Citizens Day;Observance; 
26/08/2014;2014;8;26;Tuesday;Women's Equality Day;Observance; 
27/08/2014;2014;8;27;Wednesday;Lyndon Baines Johnson Day;State holiday;Texas
29/08/2014;2014;8;29;Friday;Ganesh Chaturthi;Hindu Holiday; 
01/09/2014;2014;9;1;Monday;Labor Day;Federal Holiday; 
06/09/2014;2014;9;6;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
07/09/2014;2014;9;7;Sunday;National Grandparents Day;Observance; 
09/09/2014;2014;9;9;Tuesday;California Admission Day;Local observance;California
11/09/2014;2014;9;11;Thursday;Patriot Day;Observance; 
17/09/2014;2014;9;17;Wednesday;Constitution Day and Citizenship Day;Observance; 
18/09/2014;2014;9;18;Thursday;Air Force Birthday;Observance; 
19/09/2014;2014;9;19;Friday;National POW/MIA Recognition Day;Observance; 
22/09/2014;2014;9;22;Monday;Emancipation Day;Local observance;Ohio
22/09/2014;2014;9;22;Monday;September Equinox;Season; 
24/09/2014;2014;9;24;Wednesday;Navratri;Hindu Holiday; 
25/09/2014;2014;9;25;Thursday;Rosh Hashana;Jewish holiday; 
25/09/2014;2014;9;25;Thursday;Rosh Hashana;State holiday;Texas***
26/09/2014;2014;9;26;Friday;Native American Day;Local observance;California
28/09/2014;2014;9;28;Sunday;Gold Star Mother's Day;Observance; 
03/10/2014;2014;10;3;Friday;Dussehra;Hindu Holiday; 
04/10/2014;2014;10;4;Saturday;Feast of St Francis of Assisi;Christian; 
04/10/2014;2014;10;4;Saturday;Eid al-Adha;Muslim; 
04/10/2014;2014;10;4;Saturday;Yom Kippur;Jewish holiday; 
04/10/2014;2014;10;4;Saturday;Yom Kippur;State holiday;Texas***
06/10/2014;2014;10;6;Monday;Child Health Day;Observance; 
09/10/2014;2014;10;9;Thursday;First Day of Sukkot;Jewish holiday; 
09/10/2014;2014;10;9;Thursday;Leif Erikson Day;Observance; 
12/10/2014;2014;10;12;Sunday;Chicago Marathon;Sporting event; 
13/10/2014;2014;10;13;Monday;Navy Birthday;Observance; 
13/10/2014;2014;10;13;Monday;Columbus Day;Local observance;Florida, Vermont
13/10/2014;2014;10;13;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, MN, ND, NM, NV, OR, SD, TX, VT, WA, WY
13/10/2014;2014;10;13;Monday;Native Americans' Day;Local observance;South Dakota
13/10/2014;2014;10;13;Monday;Indigenous People's Day;Local observance;CA**, MN**, WA**
15/10/2014;2014;10;15;Wednesday;Last Day of Sukkot;Jewish holiday; 
15/10/2014;2014;10;15;Wednesday;White Cane Safety Day;Observance; 
16/10/2014;2014;10;16;Thursday;Shmini Atzeret;Jewish holiday; 
16/10/2014;2014;10;16;Thursday;Boss's Day;Observance; 
17/10/2014;2014;10;17;Friday;Simchat Torah;Jewish holiday; 
17/10/2014;2014;10;17;Friday;Alaska Day observed;State holiday;Alaska
18/10/2014;2014;10;18;Saturday;Alaska Day;State holiday;Alaska
18/10/2014;2014;10;18;Saturday;Sweetest Day;Observance;13 states
22/10/2014;2014;10;22;Wednesday;Diwali/Deepavali;Observance, Hinduism; 
25/10/2014;2014;10;25;Saturday;Muharram;Muslim; 
31/10/2014;2014;10;31;Friday;Halloween;Observance; 
31/10/2014;2014;10;31;Friday;Nevada Day;State holiday;Nevada
01/11/2014;2014;11;1;Saturday;All Saints' Day;Christian; 
02/11/2014;2014;11;2;Sunday;All Souls' Day;Christian; 
02/11/2014;2014;11;2;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
02/11/2014;2014;11;2;Sunday;New York City Marathon;Sporting event; 
04/11/2014;2014;11;4;Tuesday;Election Day;Observance; 
04/11/2014;2014;11;4;Tuesday;Election Day;State holiday;15 states
06/11/2014;2014;11;6;Thursday;Return Day;State holiday;Delaware**
10/11/2014;2014;11;10;Monday;Marine Corps Birthday;Observance; 
11/11/2014;2014;11;11;Tuesday;Veterans Day;Federal Holiday; 
27/11/2014;2014;11;27;Thursday;Thanksgiving Day;Federal Holiday; 
28/11/2014;2014;11;28;Friday;Robert E. Lee's Birthday;State holiday;Georgia
28/11/2014;2014;11;28;Friday;Presidents' Day;State holiday;New Mexico
28/11/2014;2014;11;28;Friday;Lincoln's Birthday/Lincoln's Day;State holiday;Indiana
28/11/2014;2014;11;28;Friday;Day After Thanksgiving;State holiday;20 states
28/11/2014;2014;11;28;Friday;Family Day;State holiday;Nevada
28/11/2014;2014;11;28;Friday;Acadian Day;State holiday;Louisiana
28/11/2014;2014;11;28;Friday;Black Friday;Observance; 
28/11/2014;2014;11;28;Friday;American Indian Heritage Day;State holiday;Maryland
30/11/2014;2014;11;30;Sunday;First Sunday of Advent;Christian; 
01/12/2014;2014;12;1;Monday;Cyber Monday;Observance; 
01/12/2014;2014;12;1;Monday;Rosa Parks Day;Local observance;Ohio, Oregon
06/12/2014;2014;12;6;Saturday;St Nicholas Day;Observance; 
07/12/2014;2014;12;7;Sunday;Pearl Harbor Remembrance Day;Observance; 
08/12/2014;2014;12;8;Monday;Feast of the Immaculate Conception;Christian; 
12/12/2014;2014;12;12;Friday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2014;2014;12;13;Saturday;National Guard Birthday;Observance; 
15/12/2014;2014;12;15;Monday;Bill of Rights Day;Observance; 
17/12/2014;2014;12;17;Wednesday;Chanukah/Hanukkah (first day);Jewish holiday; 
17/12/2014;2014;12;17;Wednesday;Pan American Aviation Day;Observance; 
17/12/2014;2014;12;17;Wednesday;Wright Brothers Day;Observance; 
21/12/2014;2014;12;21;Sunday;December Solstice;Season; 
24/12/2014;2014;12;24;Wednesday;Last Day of Chanukah;Jewish holiday; 
24/12/2014;2014;12;24;Wednesday;Christmas Eve;State holiday;KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI
24/12/2014;2014;12;24;Wednesday;Christmas Eve;Observance, Christian; 
25/12/2014;2014;12;25;Thursday;Christmas Day;Federal Holiday; 
26/12/2014;2014;12;26;Friday;Kwanzaa (first day);Observance; 
26/12/2014;2014;12;26;Friday;Day After Christmas Day;State holiday;KS, KY, NC, SC, TX, VA
26/12/2014;2014;12;26;Friday;Washington's Birthday;State holiday;Georgia, Indiana
31/12/2014;2014;12;31;Wednesday;New Year's Eve;Observance; 
31/12/2014;2014;12;31;Wednesday;New Year's Eve;State holiday;LA, MI, WI
